Date,Open,High,Low,Close,Volume,daily_return,MA7,MA21
2021-08-13,148.97000122070312,149.44000244140625,148.27000427246094,149.10000610351562,59375000,,,
2021-08-16,148.5399932861328,151.19000244140625,146.47000122070312,151.1199951171875,103296000,0.013547880154139325,,
2021-08-17,150.22999572753906,151.67999267578125,149.08999633789062,150.19000244140625,92229700,-0.006154001494375949,,
2021-08-18,149.8000030517578,150.72000122070312,146.14999389648438,146.36000061035156,86326000,-0.025501043803157875,,
2021-08-19,145.02999877929688,148.0,144.5,146.6999969482422,86960300,0.002323014050784167,,
2021-08-20,147.44000244140625,148.5,146.77999877929688,148.19000244140625,60549600,0.010156820205591055,,
2021-08-23,148.30999755859375,150.19000244140625,147.88999938964844,149.7100067138672,60131800,0.010257131030562805,148.76714433942522,
2021-08-24,149.4499969482422,150.86000061035156,149.14999389648438,149.6199951171875,48606400,-0.0006012396810035625,148.84142848423548,
2021-08-25,149.80999755859375,150.32000732421875,147.8000030517578,148.36000061035156,58991300,-0.008421297606974743,148.4471435546875,
2021-08-26,148.35000610351562,149.1199951171875,147.50999450683594,147.5399932861328,48597200,-0.005527145597501004,148.06857081821985,
2021-08-27,147.47999572753906,148.75,146.8300018310547,148.60000610351562,55802400,0.007184579541948732,148.3885716029576,
2021-08-30,149.0,153.49000549316406,148.61000061035156,153.1199951171875,90956700,0.03041715227469921,149.3057141985212,
2021-08-31,152.66000366210938,152.8000030517578,151.2899932861328,151.8300018310547,86453100,-0.008424721311841354,149.82571411132812,
2021-09-01,152.8300018310547,154.97999572753906,152.33999633789062,152.50999450683594,80313700,0.004478644981759983,150.2257123674665,
2021-09-02,153.8699951171875,154.72000122070312,152.39999389648438,153.64999389648438,71115500,0.007474915944589711,150.80142647879464,
2021-09-03,153.75999450683594,154.6300048828125,153.08999633789062,154.3000030517578,57808700,0.0042304535053308,151.6499982561384,
2021-09-07,154.97000122070312,157.25999450683594,154.38999938964844,156.69000244140625,82278300,0.01548930228372547,152.95714242117745,
2021-09-08,156.97999572753906,157.0399932861328,153.97999572753906,155.11000061035156,74420200,-0.010083616098260806,153.88714163643974,
2021-09-09,155.49000549316406,156.11000061035156,153.9499969482422,154.07000732421875,57305700,-0.006704875778740793,154.02285766601562,
2021-09-10,155.0,155.47999572753906,148.6999969482422,148.97000122070312,140893200,-0.03310187486902216,153.6142861502511,
2021-09-13,150.6300048828125,151.4199981689453,148.75,149.5500030517578,102404300,0.003893413615506436,153.1914302280971,150.72809564499627
2021-09-14,150.35000610351562,151.07000732421875,146.91000366210938,148.1199951171875,109296300,-0.009562072252685905,152.40143040248327,150.68142845517113
2021-09-15,148.55999755859375,149.44000244140625,146.3699951171875,149.02999877929688,83281300,0.006143692223250508,151.64857264927454,150.5819048200335
2021-09-16,148.44000244140625,148.97000122070312,147.22000122070312,148.7899932861328,68034100,-0.0016104508832446296,150.51999991280692,150.51523771740142
2021-09-17,148.82000732421875,148.82000732421875,145.75999450683594,146.05999755859375,129868800,-0.018347979371765355,149.22714233398438,150.5009518577939
2021-09-20,143.8000030517578,144.83999633789062,141.27000427246094,142.94000244140625,123478900,-0.02136105141269684,147.63714163643974,150.32190450032553
2021-09-21,143.92999267578125,144.60000610351562,142.77999877929688,143.42999267578125,75834000,0.003427943374884501,146.84571184430803,150.09523736862909
2021-09-22,144.4499969482422,146.42999267578125,143.6999969482422,145.85000610351562,76404300,0.016872436389261614,146.31714085170202,149.91142781575522
2021-09-23,146.64999389648438,147.0800018310547,145.63999938964844,146.8300018310547,64838200,0.0067192025130498045,146.13285609654017,149.77857099260603
2021-09-24,145.66000366210938,147.47000122070312,145.55999755859375,146.9199981689453,53477900,0.0006129288072487249,145.83142743791853,149.70999944777716
2021-09-27,145.47000122070312,145.9600067138672,143.82000732421875,145.3699951171875,74150700,-0.010549980064493591,145.34285627092635,149.6066662016369
2021-09-28,143.25,144.75,141.69000244140625,141.91000366210938,108972300,-0.0238012765446467,144.75,149.28809465680803
2021-09-29,142.47000122070312,144.4499969482422,142.02999877929688,142.8300018310547,74602000,0.006482969101571312,144.73428562709265,148.79809497651598
2021-09-30,143.66000366210938,144.3800048828125,141.27999877929688,141.5,89056700,-0.009311781936598096,144.4585723876953,148.30619012741815
2021-10-01,141.89999389648438,142.9199981689453,139.11000061035156,142.64999389648438,94639600,0.00812716534617941,144.00142778669084,147.83666628882997
2021-10-04,141.75999450683594,142.2100067138672,138.27000427246094,139.13999938964844,98322000,-0.02460564077824645,142.9028560093471,147.14571416945685
2021-10-05,139.49000549316406,142.24000549316406,139.36000061035156,141.11000061035156,80861100,0.014158410445197056,142.07285635811942,146.51761881510416
2021-10-06,139.47000122070312,142.14999389648438,138.3699951171875,142.0,83221100,0.00630713192402288,141.59142848423548,145.8180948893229
2021-10-07,143.05999755859375,144.22000122070312,142.72000122070312,143.2899932861328,61732700,0.009084459761498742,141.788569859096,145.25523739769346
2021-10-08,144.02999877929688,144.17999267578125,142.55999755859375,142.89999389648438,58773200,-0.00272174895611621,141.79856872558594,144.72333199637276
2021-10-11,142.27000427246094,144.80999755859375,141.80999755859375,142.80999755859375,64452200,-0.0006297854565047167,141.98571123395647,144.42999848865327
2021-10-12,143.22999572753906,143.25,141.0399932861328,141.50999450683594,73035900,-0.009103025516294383,141.8228541782924,144.0471409388951
2021-10-13,141.24000549316406,141.39999389648438,139.1999969482422,140.91000366210938,78762700,-0.004239918507647045,142.0757119315011,143.7038080124628
2021-10-14,142.11000061035156,143.8800048828125,141.50999450683594,143.75999450683594,69907100,0.02022561046524851,142.45428248814173,143.4528554280599
2021-10-15,143.77000427246094,144.89999389648438,143.50999450683594,144.83999633789062,67940300,0.007512533892058082,142.85999625069755,143.26476033528647
2021-10-18,143.4499969482422,146.83999633789062,143.16000366210938,146.5500030517578,85589200,0.01180617755525204,143.3257119315011,143.28809393019904
2021-10-19,147.00999450683594,149.1699981689453,146.5500030517578,148.75999450683594,76378900,0.01508011879261173,144.16285487583704,143.56523640950522
2021-10-20,148.6999969482422,149.75,148.1199951171875,149.25999450683594,58418800,0.003361118704377386,145.08428301130022,143.84285554431733
2021-10-21,148.80999755859375,149.63999938964844,147.8699951171875,149.47999572753906,61421000,0.0014739463272126496,146.2228546142578,144.01571219308036
2021-10-22,149.69000244140625,150.17999267578125,148.63999938964844,148.69000244140625,58883400,-0.005284943194491021,147.33428301130022,144.10428365071616
2021-10-25,148.67999267578125,149.3699951171875,147.6199951171875,148.63999938964844,50720600,-0.0003362906109138919,148.03142656598772,144.18618847074964
2021-10-26,149.3300018310547,150.83999633789062,149.00999450683594,149.32000732421875,60893400,0.004574865025313457,148.67142813546317,144.37428429013207
2021-10-27,149.36000061035156,149.72999572753906,148.49000549316406,148.85000610351562,56094900,-0.0031476104851951847,149.0,144.7047605968657
2021-10-28,149.82000732421875,153.1699981689453,149.72000122070312,152.57000732421875,100077900,0.02499160946030532,149.5442875453404,145.16857038225447
2021-10-29,147.22000122070312,149.94000244140625,146.41000366210938,149.8000030517578,124953200,-0.0181556278395828,149.6214316231864,145.56380862281435
2021-11-01,148.99000549316406,149.6999969482422,147.8000030517578,148.9600067138672,74588300,-0.005607452074619768,149.5471474783761,145.86428542364212
2021-11-02,148.66000366210938,151.57000732421875,148.64999389648438,150.02000427246094,69122000,0.007115987586049588,149.73714773995536,146.38238089425224
2021-11-03,150.38999938964844,151.97000122070312,149.82000732421875,151.49000549316406,54511500,0.009798701365408391,150.144291469029,146.87666684105284
2021-11-04,151.5800018310547,152.42999267578125,150.63999938964844,150.9600067138672,60394600,-0.003498572579567205,150.37857709612166,147.30333382742745
2021-11-05,151.88999938964844,152.1999969482422,150.05999755859375,151.27999877929688,65463900,0.0021197141706292832,150.72571890694755,147.68381027948288
2021-11-08,151.41000366210938,151.57000732421875,150.16000366210938,150.44000244140625,55020900,-0.005552593499925207,150.4214324951172,148.04285830543154
2021-11-09,150.1999969482422,151.42999267578125,150.05999755859375,150.80999755859375,56787900,0.0024594197765426262,150.56571742466517,148.42381068638392
2021-11-10,150.02000427246094,150.1300048828125,147.85000610351562,147.9199981689453,65187100,-0.01916318172822462,150.41714477539062,148.72904895600817
2021-11-11,148.9600067138672,149.42999267578125,147.67999267578125,147.8699951171875,41000000,-0.0003380411869712274,150.11000061035156,149.06047712053572
2021-11-12,148.42999267578125,150.39999389648438,147.47999572753906,149.99000549316406,63804000,0.014336988205730705,149.89571489606584,149.35714431036087
2021-11-15,150.3699951171875,151.8800048828125,149.42999267578125,150.0,59222800,6.663448543164918e-05,149.7585710797991,149.6028587704613
2021-11-16,149.94000244140625,151.49000549316406,149.33999633789062,151.0,59256200,0.006666666666666599,149.71857125418526,149.81476338704428
2021-11-17,151.0,155.0,150.99000549316406,153.49000549316406,88807000,0.016490102603735624,150.15428597586495,150.04000200544084
2021-11-18,153.7100067138672,158.6699981689453,153.0500030517578,157.8699951171875,137827700,0.02853599235957094,151.16285705566406,150.45000203450522
2021-11-19,157.64999389648438,161.02000427246094,156.52999877929688,160.5500030517578,117305600,0.016976043690765552,152.96714346749442,150.97714524042038
2021-11-22,161.67999267578125,165.6999969482422,161.0,161.02000427246094,117467900,0.002927444483147079,154.84571620396204,151.56428818475632
2021-11-23,161.1199951171875,161.8000030517578,159.05999755859375,161.41000366210938,96041900,0.0024220555167078217,156.4771445138114,152.1723836263021
2021-11-24,160.75,162.13999938964844,159.63999938964844,161.94000244140625,69463600,0.003283555958565998,158.18285914829798,152.7733357747396
2021-11-26,159.57000732421875,160.4499969482422,156.36000061035156,156.80999755859375,76959800,-0.031678429081589354,159.01285879952567,153.15238298688615
2021-11-29,159.3699951171875,161.19000244140625,158.7899932861328,160.24000549316406,88748200,0.02187365594013646,159.9771445138114,153.51762099493118
2021-11-30,159.99000549316406,165.52000427246094,159.9199981689453,165.3000030517578,174048100,0.031577617231232535,161.03857421875,154.25571623302642
2021-12-01,167.47999572753906,170.3000030517578,164.52999877929688,164.77000427246094,152052500,-0.003206284147078464,161.6414315359933,155.0085732596261
2021-12-02,158.74000549316406,164.1999969482422,157.8000030517578,163.75999450683594,136739200,-0.006129815739731703,162.0328587123326,155.66285850888207
2021-12-03,164.02000427246094,164.9600067138672,159.72000122070312,161.83999633789062,118023100,-0.011724464053185835,162.0942862374442,156.1557152157738
2021-12-06,164.2899932861328,167.8800048828125,164.27999877929688,165.32000732421875,107497000,0.021502787105003085,162.577144077846,156.8395247686477
2021-12-07,169.0800018310547,171.5800018310547,168.33999633789062,171.17999267578125,120405400,0.035446316791349686,164.6300005231585,157.78714352562315
2021-12-08,172.1300048828125,175.9600067138672,170.6999969482422,175.0800018310547,116998900,0.02278308985945654,166.75,158.96047682989212
2021-12-09,174.91000366210938,176.75,173.9199981689453,174.55999755859375,108923700,-0.0029700951966102895,168.07285635811942,160.0914292108445
2021-12-10,175.2100067138672,179.6300048828125,174.69000244140625,179.4499969482422,115402700,0.028013287454401015,170.1699981689453,161.59285772414435
2021-12-13,181.1199951171875,182.1300048828125,175.52999877929688,175.74000549316406,153237000,-0.020674235264256824,171.88142830984933,162.92000107538132
2021-12-14,175.25,177.74000549316406,172.2100067138672,174.3300018310547,139380400,-0.008023236702153325,173.66571480887276,164.0790485200428
2021-12-15,175.11000061035156,179.5,172.30999755859375,179.3000030517578,131063300,0.02850915601733095,175.66285705566406,165.47428676060267
2021-12-16,179.27999877929688,181.13999938964844,170.75,172.25999450683594,150185800,-0.039263850669816525,175.817143031529,166.4866674514044
2021-12-17,169.92999267578125,173.47000122070312,169.69000244140625,171.13999938964844,195432700,-0.006501771466984829,175.25428553989954,167.32714335123697
2021-12-20,168.27999877929688,170.5800018310547,167.4600067138672,169.75,107499100,-0.00812200183829448,174.567143031529,167.89285786946616
2021-12-21,171.55999755859375,173.1999969482422,169.1199951171875,172.99000549316406,91185900,0.01908692484927288,173.644287109375,168.48523893810454
