Date,Open,High,Low,Close,Volume,daily_return,MA7,MA21
2021-08-13,161.05999755859375,162.66000366210938,159.9600067138672,160.35000610351562,926100,,,
2021-08-16,159.14999389648438,160.60000610351562,158.97999572753906,160.35000610351562,816000,0.0,,
2021-08-17,159.3699951171875,163.6300048828125,158.4499969482422,163.47000122070312,1311500,0.019457405665287864,,
2021-08-18,163.64999389648438,164.8699951171875,161.5500030517578,161.6199951171875,1164100,-0.011317098487189092,,
2021-08-19,161.38999938964844,163.7899932861328,160.75999450683594,162.27000427246094,767300,0.004021836251152822,,
2021-08-20,161.97999572753906,163.69000244140625,159.41000366210938,160.9600067138672,1040400,-0.008072949553844744,,
2021-08-23,161.1199951171875,163.92999267578125,160.42999267578125,163.36000061035156,782400,0.014910498237930447,161.76857430594308,
2021-08-24,164.16000366210938,164.55999755859375,163.1199951171875,163.82000732421875,677600,0.002815907885336033,162.26428876604353,
2021-08-25,164.07000732421875,164.6199951171875,160.5,160.66000366210938,893400,-0.01928948553796217,162.30857413155692,
2021-08-26,160.6199951171875,160.9600067138672,158.55999755859375,158.8800048828125,916300,-0.011079290045582613,161.6528603690011,
2021-08-27,159.33999633789062,161.3000030517578,158.6699981689453,160.02999877929688,1524900,0.007238128531860122,161.42571803501673,
2021-08-30,158.99000549316406,159.57000732421875,156.6199951171875,158.13999938964844,1106200,-0.01181028184756161,160.8357173374721,
2021-08-31,158.8300018310547,161.99000549316406,158.25,161.22000122070312,1257500,0.019476424958531302,160.87285940987724,
2021-09-01,162.35000610351562,163.42999267578125,160.14999389648438,161.92999267578125,878700,0.0044038670741985975,160.66857256208147,
2021-09-02,162.5500030517578,163.69000244140625,161.6300048828125,162.02999877929688,730500,0.000617588513796008,160.41285705566406,
2021-09-03,161.72000122070312,162.1300048828125,160.35000610351562,160.55999755859375,559500,-0.009072401603269942,160.39857046944755,
2021-09-07,160.6999969482422,161.0399932861328,158.08999633789062,159.11000061035156,795300,-0.009030873008783136,160.43142700195312,
