Date,Open,High,Low,Close,Volume,daily_return,MA7,MA21
2021-08-13,25.0,25.100000381469727,24.309999465942383,24.899999618530277,52395100,,,
2021-08-16,24.899999618530277,24.899999618530277,23.770000457763672,24.5,45907300,-0.016064241954148573,,
2021-08-17,23.899999618530277,24.59000015258789,23.739999771118164,23.96999931335449,35348300,-0.02163268108757188,,
2021-08-18,24.06999969482422,25.940000534057617,23.68000030517578,25.280000686645508,92065600,0.05465170675082898,,
2021-08-19,25.01000022888184,25.63999938964844,24.13999938964844,24.15999984741211,67605600,-0.044303829462514766,,
2021-08-20,24.21999931335449,24.479999542236328,23.65999984741211,24.01000022888184,52062300,-0.006208593521424888,,
2021-08-23,24.020000457763672,24.93000030517578,23.899999618530277,24.81999969482422,35705300,0.033735920792205,24.51999991280692,
2021-08-24,25.0,25.350000381469727,24.76000022888184,25.100000381469727,37227400,0.011281252622412197,24.5485714503697,
2021-08-25,25.1200008392334,25.190000534057617,24.06999969482422,24.350000381469727,54678500,-0.02988047763352597,24.527142933436803,
2021-08-26,24.399999618530277,25.40999984741211,24.36000061035156,24.8700008392334,46179400,0.021355254604406015,24.65571457999093,
2021-08-27,25.049999237060547,26.09000015258789,24.90999984741211,25.709999084472656,52268500,0.033775561596046666,24.71714292253767,
2021-08-30,25.739999771118164,26.600000381469727,25.6200008392334,25.76000022888184,44139300,0.001944813154014513,24.94571440560477,
2021-08-31,25.790000915527344,26.36000061035156,25.65999984741211,26.34000015258789,93168600,0.02251552478853469,25.27857153756278,
2021-09-01,26.459999084472656,26.51000022888184,26.030000686645508,26.200000762939453,34417200,-0.005315086895877785,25.475714547293528,
2021-09-02,26.209999084472656,26.8700008392334,26.09000015258789,26.51000022888184,38460100,0.011832040340276961,25.677143096923828,
2021-09-03,26.489999771118164,26.75,26.21999931335449,26.63999938964844,26609500,0.004903778183485974,26.00428581237793,
2021-09-07,26.790000915527344,26.8799991607666,26.270000457763672,26.700000762939453,35835100,0.0022523038538178053,26.265714372907365,
2021-09-08,26.600000381469727,26.61000061035156,24.959999084472656,25.57999992370605,54394400,-0.041947595776401725,26.247143064226425,
2021-09-09,25.38999938964844,26.239999771118164,25.290000915527344,26.1299991607666,34190800,0.021501143029748038,26.300000054495676,
